event_id,booking_id,bed_start_date_time,bed_assignment,facility,section,cell
bm_20180418111_2018-06-26 16:00:00,20180418111,2018-06-26 16:00:00,DIV2-D2-T-33,Division 2,DIV2-D2,DIV2-D2-T
bm_20180327049_2018-06-27 20:00:00,20180327049,2018-06-27 20:00:00,DIV2-D2-T-29,Division 2,DIV2-D2,DIV2-D2-T
bm_20180129186_2018-06-26 15:30:00,20180129186,2018-06-26 15:30:00,DIV2-D2-T-4,Division 2,DIV2-D2,DIV2-D2-T
bm_20180617002_2018-06-26 16:30:00,20180617002,2018-06-26 16:30:00,DIV2-D2-T-16,Division 2,DIV2-D2,DIV2-D2-T
bm_20180410079_2018-06-26 17:00:00,20180410079,2018-06-26 17:00:00,DIV2-D2-T-24,Division 2,DIV2-D2,DIV2-D2-T
bm_20180219072_2018-06-26 16:00:00,20180219072,2018-06-26 16:00:00,DIV2-D2-T-3,Division 2,DIV2-D2,DIV2-D2-T
bm_20180512094_2018-06-27 21:00:00,20180512094,2018-06-27 21:00:00,DIV2-D2-T-2,Division 2,DIV2-D2,DIV2-D2-T
bm_20180509040_2018-06-26 17:00:00,20180509040,2018-06-26 17:00:00,DIV2-D2-T-20,Division 2,DIV2-D2,DIV2-D2-T
bm_20180530052_2018-06-26 16:00:00,20180530052,2018-06-26 16:00:00,DIV2-D2-T-18,Division 2,DIV2-D2,DIV2-D2-T
bm_20180524085_2018-06-27 20:00:00,20180524085,2018-06-27 20:00:00,DIV2-D2-T-23,Division 2,DIV2-D2,DIV2-D2-T
bm_20180524179_2018-06-26 16:00:00,20180524179,2018-06-26 16:00:00,DIV2-D2-T-26,Division 2,DIV2-D2,DIV2-D2-T
bm_20180319058_2018-03-21 23:30:00,20180319058,2018-03-21 23:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180502178_2018-06-30 20:30:00,20180502178,2018-06-30 20:30:00,DIV2-D3-BB-12,Division 2,DIV2-D3,DIV2-D3-BB
bm_20180625077_2018-06-25 23:00:00,20180625077,2018-06-25 23:00:00,DIV08-2F-D2-29,Division 8 RTU,DIV08-2F,DIV08-2F-D2
bm_20180625101_2018-06-25 23:30:00,20180625101,2018-06-25 23:30:00,DIV08-2B-D1-16,Division 8 RTU,DIV08-2B,DIV08-2B-D1
bm_20180625163_2018-06-25 23:00:00,20180625163,2018-06-25 23:00:00,DIV08-2G-D3-13,Division 8 RTU,DIV08-2G,DIV08-2G-D3
bm_20180625078_2018-06-26 00:30:00,20180625078,2018-06-26 00:30:00,DIV08-2G-D3-24,Division 8 RTU,DIV08-2G,DIV08-2G-D3
bm_20180531107_2018-06-29 13:30:00,20180531107,2018-06-29 13:30:00,DIV08-2G-D3-15,Division 8 RTU,DIV08-2G,DIV08-2G-D3
bm_20180201017_2018-04-06 12:30:00,20180201017,2018-04-06 12:30:00,DIV08-4G-D5-4,Division 8 RTU,DIV08-4G,DIV08-4G-D5
bm_20180629181_2018-06-30 02:00:00,20180629181,2018-06-30 02:00:00,DIV08-4A-6-1_X,Division 8 RTU,DIV08-4A,DIV08-4A-6
bm_20180401105_2018-06-30 02:00:00,20180401105,2018-06-30 02:00:00,DIV08-4A-5-1,Division 8 RTU,DIV08-4A,DIV08-4A-5
bm_20180327139_2018-04-05 11:30:00,20180327139,2018-04-05 11:30:00,Div11-BJ-304-2,Division 11,DIV11-BJ,DIV11-BJ-304
bm_20180531241_2018-06-23 09:03:00,20180531241,2018-06-23 09:03:00,DIV5-2D-7-1,Division 5,DIV5-2D,DIV5-2D-7
bm_20180625170_2018-06-30 16:30:00,20180625170,2018-06-30 16:30:00,DIV 15-HP-HOSPITAL-GENERAL,Division 15,DIV15-HP,DIV15-HP-HOSPITAL
bm_20180625114_2018-06-26 02:00:00,20180625114,2018-06-26 02:00:00,DIV08-2G-D3-32,Division 8 RTU,DIV08-2G,DIV08-2G-D3
bm_20170717156_2018-06-30 12:51:00,20170717156,2018-06-30 12:51:00,DIV 15-HP-HOSPITAL-GENERAL,Division 15,DIV15-HP,DIV15-HP-HOSPITAL
bm_20140520279_2017-12-26 08:00:00,20140520279,2017-12-26 08:00:00,DIV6-1R-20-1,Division 6,DIV6-1R,DIV6-1R-20
bm_20180623046_2018-06-29 09:00:00,20180623046,2018-06-29 09:00:00,DIV6-1R-17-1,Division 6,DIV6-1R,DIV6-1R-17
bm_20170610054_2018-05-08 10:46:00,20170610054,2018-05-08 10:46:00,DIV6-1R-1-2,Division 6,DIV6-1R,DIV6-1R-1
bm_20180405089_2018-05-02 09:30:00,20180405089,2018-05-02 09:30:00,DIV6-1R-8-2,Division 6,DIV6-1R,DIV6-1R-8
bm_20180612110_2018-06-30 11:30:00,20180612110,2018-06-30 11:30:00,DIV08-2F-D2-38,Division 8 RTU,DIV08-2F,DIV08-2F-D2
bm_20180330215_2018-06-06 13:30:00,20180330215,2018-06-06 13:30:00,DIV6-1R-2-2,Division 6,DIV6-1R,DIV6-1R-2
bm_20170720137_2018-01-05 11:00:00,20170720137,2018-01-05 11:00:00,DIV6-1R-20-2,Division 6,DIV6-1R,DIV6-1R-20
bm_20180416012_2018-06-23 03:30:00,20180416012,2018-06-23 03:30:00,DIV6-1R-7-2,Division 6,DIV6-1R,DIV6-1R-7
bm_20180327088_2018-06-24 17:00:00,20180327088,2018-06-24 17:00:00,DIV6-1R-6-1,Division 6,DIV6-1R,DIV6-1R-6
bm_20180521082_2018-06-01 11:30:00,20180521082,2018-06-01 11:30:00,DIV6-1R-9-1,Division 6,DIV6-1R,DIV6-1R-9
bm_20180303001_2018-06-07 13:00:00,20180303001,2018-06-07 13:00:00,DIV6-1R-6-2,Division 6,DIV6-1R,DIV6-1R-6
bm_20180420013_2018-06-27 10:30:00,20180420013,2018-06-27 10:30:00,DIV6-1R-5-1,Division 6,DIV6-1R,DIV6-1R-5
bm_20180404081_2018-04-05 10:00:00,20180404081,2018-04-05 10:00:00,DIV6-1R-17-2,Division 6,DIV6-1R,DIV6-1R-17
bm_20180512164_2018-06-28 10:00:00,20180512164,2018-06-28 10:00:00,DIV6-1R-8-1,Division 6,DIV6-1R,DIV6-1R-8
bm_20151014266_2018-06-08 09:00:00,20151014266,2018-06-08 09:00:00,DIV6-1R-18-1,Division 6,DIV6-1R,DIV6-1R-18
bm_20180502178_2018-06-30 00:00:00,20180502178,2018-06-30 00:00:00,DIV2-D3-BB-12,Division 2,DIV2-D3,DIV2-D3-BB
bm_20131030277_2018-06-28 15:30:00,20131030277,2018-06-28 15:30:00,DIV9-1E-1006-2,Division 9,DIV9-1E,DIV9-1E-1006
bm_20180625150_2018-06-30 00:30:00,20180625150,2018-06-30 00:30:00,DIV2-D2-M-33,Division 2,DIV2-D2,DIV2-D2-M
bm_20180522051_2018-06-07 10:00:00,20180522051,2018-06-07 10:00:00,DIV9-3H-3268-1,Division 9,DIV9-3H,DIV9-3H-3268
bm_20180327165_2018-06-27 23:00:00,20180327165,2018-06-27 23:00:00,Div11-BB-207-1,Division 11,DIV11-BB,DIV11-BB-207
bm_20140408193_2018-05-05 07:00:00,20140408193,2018-05-05 07:00:00,DIV15-KE-KENDALL CO-GENERAL,Division 15,DIV15-KE,DIV15-KE-KENDALL CO
bm_20180616002_2018-06-20 19:00:00,20180616002,2018-06-20 19:00:00,DIV10-3C-3310-1,Division 10,DIV10-3C,DIV10-3C-3310
bm_20170826018_2018-06-30 04:00:00,20170826018,2018-06-30 04:00:00,DIV2-D2-W-12,Division 2,DIV2-D2,DIV2-D2-W
bm_20180527052_2018-06-30 02:00:00,20180527052,2018-06-30 02:00:00,DIV2-D2-N-37,Division 2,DIV2-D2,DIV2-D2-N
bm_20180214214_2018-05-28 07:00:00,20180214214,2018-05-28 07:00:00,DIV 15-LV-LIVINGSTON CO-GENERAL,Division 15,DIV15-LV,DIV15-LV-LIVINGSTON CO
bm_20180625170_2018-06-26 00:00:00,20180625170,2018-06-26 00:00:00,DIV6-2P-1-1,Division 6,DIV6-2P,DIV6-2P-1
bm_20170209117_2017-05-23 00:00:00,20170209117,2017-05-23 00:00:00,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT
bm_20180224010_2018-06-21 21:30:00,20180224010,2018-06-21 21:30:00,DIV9-1E-1211-1,Division 9,DIV9-1E,DIV9-1E-1211
bm_20130420001_2018-06-27 20:00:00,20130420001,2018-06-27 20:00:00,DIV9-1E-1003-2,Division 9,DIV9-1E,DIV9-1E-1003
bm_20180626112_2018-06-26 23:30:00,20180626112,2018-06-26 23:30:00,DIV08-2B-D1-39,Division 8 RTU,DIV08-2B,DIV08-2B-D1
bm_20180625011_2018-06-25 20:00:00,20180625011,2018-06-25 20:00:00,DIV5-2D-14-1,Division 5,DIV5-2D,DIV5-2D-14
bm_20170717156_2018-06-25 12:30:00,20170717156,2018-06-25 12:30:00,DIV9-1F-1029-2,Division 9,DIV9-1F,DIV9-1F-1029
bm_20120928051_2018-04-18 11:00:00,20120928051,2018-04-18 11:00:00,DIV9-2B-2311-2,Division 9,DIV9-2B,DIV9-2B-2311
bm_20130713086_2018-05-14 19:00:00,20130713086,2018-05-14 19:00:00,DIV9-2A-2134-1,Division 9,DIV9-2A,DIV9-2A-2134
bm_20170722126_2018-06-21 19:00:00,20170722126,2018-06-21 19:00:00,DIV9-1E-1207-1,Division 9,DIV9-1E,DIV9-1E-1207
bm_20180626082_2018-06-30 10:00:00,20180626082,2018-06-30 10:00:00,DIV2-D3-EE-47,Division 2,DIV2-D3,DIV2-D3-EE
bm_20180419127_2018-06-30 03:00:00,20180419127,2018-06-30 03:00:00,DIV2-D3-EE-23,Division 2,DIV2-D3,DIV2-D3-EE
bm_20151110006_2017-04-06 23:30:00,20151110006,2017-04-06 23:30:00,Div11-CH-301-2,Division 11,DIV11-CH,DIV11-CH-301
bm_20180501198_2018-05-30 22:00:00,20180501198,2018-05-30 22:00:00,Div11-AG-404-2,Division 11,DIV11-AG,DIV11-AG-404
bm_20171020008_2018-06-08 19:00:00,20171020008,2018-06-08 19:00:00,Div11-AF-303-1,Division 11,DIV11-AF,DIV11-AF-303
bm_20180412180_2018-04-16 23:30:00,20180412180,2018-04-16 23:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180306158_2018-06-08 19:30:00,20180306158,2018-06-08 19:30:00,DIV08-3H-D6-30,Division 8 RTU,DIV08-3H,DIV08-3H-D6
bm_20180519048_2018-06-26 14:00:00,20180519048,2018-06-26 14:00:00,DIV08-2B-D1-10,Division 8 RTU,DIV08-2B,DIV08-2B-D1
bm_20180517058_2018-05-20 01:30:00,20180517058,2018-05-20 01:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180220189_2018-06-27 11:30:00,20180220189,2018-06-27 11:30:00,DIV08-4H-D6-8,Division 8 RTU,DIV08-4H,DIV08-4H-D6
bm_20180627071_2018-06-28 03:30:00,20180627071,2018-06-28 03:30:00,DIV8-2N-2253-1X,Division 8,DIV8-2N,DIV8-2N-2253
bm_20180221184_2018-06-18 09:30:00,20180221184,2018-06-18 09:30:00,DIV08-3C-D2-8,Division 8 RTU,DIV08-3C,DIV08-3C-D2
bm_20170604052_2018-06-29 12:30:00,20170604052,2018-06-29 12:30:00,DIV08-2B-D1-34,Division 8 RTU,DIV08-2B,DIV08-2B-D1
bm_20180529058_2018-05-30 00:30:00,20180529058,2018-05-30 00:30:00,DIV08-3B-D1-33,Division 8 RTU,DIV08-3B,DIV08-3B-D1
bm_20180612110_2018-06-30 02:00:00,20180612110,2018-06-30 02:00:00,DIV08-3F-D4-12,Division 8 RTU,DIV08-3F,DIV08-3F-D4
bm_20161231010_2018-04-12 16:00:00,20161231010,2018-04-12 16:00:00,DIV10-4A-4120-2,Division 10,DIV10-4A,DIV10-4A-4120
bm_20180626082_2018-06-30 00:30:00,20180626082,2018-06-30 00:30:00,DIV2-D3-FF-22,Division 2,DIV2-D3,DIV2-D3-FF
bm_20180629139_2018-06-30 03:00:00,20180629139,2018-06-30 03:00:00,DIV2-D3-FF-28,Division 2,DIV2-D3,DIV2-D3-FF
bm_20180629189_2018-06-30 00:30:00,20180629189,2018-06-30 00:30:00,DIV2-D3-FF-11,Division 2,DIV2-D3,DIV2-D3-FF
bm_20180618103_2018-06-30 03:30:00,20180618103,2018-06-30 03:30:00,DIV2-D3-CC-42,Division 2,DIV2-D3,DIV2-D3-CC
bm_20180126153_2018-06-23 09:30:00,20180126153,2018-06-23 09:30:00,DIV5-2L-10-1,Division 5,DIV5-2L,DIV5-2L-10
bm_20180523088_2018-06-30 00:30:00,20180523088,2018-06-30 00:30:00,DIV2-D3-FF-19,Division 2,DIV2-D3,DIV2-D3-FF
bm_20180629132_2018-06-30 00:30:00,20180629132,2018-06-30 00:30:00,DIV2-D3-FF-14,Division 2,DIV2-D3,DIV2-D3-FF
bm_20180627097_2018-06-30 04:45:00,20180627097,2018-06-30 04:45:00,DIV 15-HP-HOSPITAL-GENERAL,Division 15,DIV15-HP,DIV15-HP-HOSPITAL
bm_20180105156_2018-06-30 00:30:00,20180105156,2018-06-30 00:30:00,DIV2-D3-FF-21,Division 2,DIV2-D3,DIV2-D3-FF
bm_20180629020_2018-06-30 00:30:00,20180629020,2018-06-30 00:30:00,DIV2-D3-FF-26,Division 2,DIV2-D3,DIV2-D3-FF
bm_20180629069_2018-06-30 00:30:00,20180629069,2018-06-30 00:30:00,DIV2-D3-FF-17,Division 2,DIV2-D3,DIV2-D3-FF
bm_20160415221_2018-05-18 20:30:00,20160415221,2018-05-18 20:30:00,DIV9-2B-2109-1,Division 9,DIV9-2B,DIV9-2B-2109
bm_20180527211_2018-06-27 23:30:00,20180527211,2018-06-27 23:30:00,DIV10-1D-1401-2,Division 10,DIV10-1D,DIV10-1D-1401
bm_20180531007_2018-06-30 03:00:00,20180531007,2018-06-30 03:00:00,DIV2-D3-EE-30,Division 2,DIV2-D3,DIV2-D3-EE
bm_20170202218_2018-06-15 08:00:00,20170202218,2018-06-15 08:00:00,DIV10-1D-1418-1,Division 10,DIV10-1D,DIV10-1D-1418
bm_20180530179_2018-06-30 03:00:00,20180530179,2018-06-30 03:00:00,DIV2-D3-EE-29,Division 2,DIV2-D3,DIV2-D3-EE
bm_20171011064_2018-06-25 10:26:00,20171011064,2018-06-25 10:26:00,DIV10-1D-1415-2,Division 10,DIV10-1D,DIV10-1D-1415
bm_20180606106_2018-06-30 03:00:00,20180606106,2018-06-30 03:00:00,DIV2-D3-EE-22,Division 2,DIV2-D3,DIV2-D3-EE
bm_20180619119_2018-06-30 03:00:00,20180619119,2018-06-30 03:00:00,DIV2-D3-EE-21,Division 2,DIV2-D3,DIV2-D3-EE
bm_20170608092_2018-06-30 02:30:00,20170608092,2018-06-30 02:30:00,DIV2-D3-CC-24,Division 2,DIV2-D3,DIV2-D3-CC
bm_20180605028_2018-06-30 02:30:00,20180605028,2018-06-30 02:30:00,DIV2-D3-CC-27,Division 2,DIV2-D3,DIV2-D3-CC
bm_20180424132_2018-06-30 02:00:00,20180424132,2018-06-30 02:00:00,DIV2-D3-CC-11,Division 2,DIV2-D3,DIV2-D3-CC
bm_20180619174_2018-06-30 02:30:00,20180619174,2018-06-30 02:30:00,DIV2-D3-CC-28,Division 2,DIV2-D3,DIV2-D3-CC
bm_20180321064_2018-06-23 09:30:00,20180321064,2018-06-23 09:30:00,DIV5-2L-14-1,Division 5,DIV5-2L,DIV5-2L-14
bm_20180420001_2018-04-25 19:30:00,20180420001,2018-04-25 19:30:00,DIV9-1A-1135-1,Division 9,DIV9-1A,DIV9-1A-1135
bm_20180402074_2018-06-26 16:30:00,20180402074,2018-06-26 16:30:00,DIV2-D2-O-34,Division 2,DIV2-D2,DIV2-D2-O
bm_20180614207_2018-06-24 11:00:00,20180614207,2018-06-24 11:00:00,DIV6-1R-13-2,Division 6,DIV6-1R,DIV6-1R-13
bm_20180123208_2018-04-10 12:30:00,20180123208,2018-04-10 12:30:00,DIV6-1R-12-2,Division 6,DIV6-1R,DIV6-1R-12
bm_20180607192_2018-06-09 10:30:00,20180607192,2018-06-09 10:30:00,DIV6-2R-2-1,Division 6,DIV6-2R,DIV6-2R-2
bm_20150925243_2018-06-25 20:30:00,20150925243,2018-06-25 20:30:00,DIV6-1R-15-1,Division 6,DIV6-1R,DIV6-1R-15
bm_20170627008_2018-01-05 11:30:00,20170627008,2018-01-05 11:30:00,DIV6-1R-14-1,Division 6,DIV6-1R,DIV6-1R-14
bm_20171025020_2018-06-04 11:43:00,20171025020,2018-06-04 11:43:00,DIV6-2R-16-2,Division 6,DIV6-2R,DIV6-2R-16
bm_20180316073_2018-05-07 20:30:00,20180316073,2018-05-07 20:30:00,DIV6-2N-16-2,Division 6,DIV6-2N,DIV6-2N-16
bm_20180124011_2018-06-02 10:00:00,20180124011,2018-06-02 10:00:00,DIV6-1R-9-2,Division 6,DIV6-1R,DIV6-1R-9
bm_20180521171_2018-06-30 01:30:00,20180521171,2018-06-30 01:30:00,DIV2-D3-BB-9,Division 2,DIV2-D3,DIV2-D3-BB
bm_20180305150_2018-06-30 01:00:00,20180305150,2018-06-30 01:00:00,DIV2-D3-BB-8,Division 2,DIV2-D3,DIV2-D3-BB
bm_20171219179_2018-05-24 21:30:00,20171219179,2018-05-24 21:30:00,DIV6-2R-16-1,Division 6,DIV6-2R,DIV6-2R-16
bm_20180323145_2018-06-23 09:30:00,20180323145,2018-06-23 09:30:00,DIV5-2L-14-2,Division 5,DIV5-2L,DIV5-2L-14
bm_20180624061_2018-06-24 23:30:00,20180624061,2018-06-24 23:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180419133_2018-06-25 13:30:00,20180419133,2018-06-25 13:30:00,DIV5-2B-10-2,Division 5,DIV5-2B,DIV5-2B-10
bm_20180627097_2018-06-27 23:00:00,20180627097,2018-06-27 23:00:00,Div11-BF-301-2,Division 11,DIV11-BF,DIV11-BF-301
bm_20180521009_2018-05-21 23:30:00,20180521009,2018-05-21 23:30:00,DIV2-D4-PU-2,Division 2,DIV2-D4,DIV2-D4-PU
bm_20180315007_2018-05-24 12:30:00,20180315007,2018-05-24 12:30:00,DIV6-1K-2-1,Division 6,DIV6-1K,DIV6-1K-2
bm_20180613201_2018-06-13 23:30:00,20180613201,2018-06-13 23:30:00,DIV2-D4-PU-9,Division 2,DIV2-D4,DIV2-D4-PU
bm_20180126094_2018-02-17 17:30:00,20180126094,2018-02-17 17:30:00,DIV2-D4-PL-40,Division 2,DIV2-D4,DIV2-D4-PL
bm_20160702241_2018-05-17 13:48:00,20160702241,2018-05-17 13:48:00,DIV2-D4-PU-13,Division 2,DIV2-D4,DIV2-D4-PU
bm_20180504042_2018-05-18 15:00:00,20180504042,2018-05-18 15:00:00,DIV2-D4-PL-39,Division 2,DIV2-D4,DIV2-D4-PL
bm_20180420125_2018-04-21 00:30:00,20180420125,2018-04-21 00:30:00,DIV2-D4-PU-4,Division 2,DIV2-D4,DIV2-D4-PU
bm_20180604168_2018-06-09 21:30:00,20180604168,2018-06-09 21:30:00,DIV2-D4-PU-14,Division 2,DIV2-D4,DIV2-D4-PU
bm_20180607097_2018-06-08 00:00:00,20180607097,2018-06-08 00:00:00,DIV2-D4-RU-33,Division 2,DIV2-D4,DIV2-D4-RU
bm_20180602064_2018-06-03 03:00:00,20180602064,2018-06-03 03:00:00,DIV6-1K-18-2,Division 6,DIV6-1K,DIV6-1K-18
bm_20180220114_2018-05-19 10:30:00,20180220114,2018-05-19 10:30:00,DIV2-D4-PL-32,Division 2,DIV2-D4,DIV2-D4-PL
bm_20180601185_2018-06-06 21:00:00,20180601185,2018-06-06 21:00:00,DIV2-D4-PL-33,Division 2,DIV2-D4,DIV2-D4-PL
bm_20170826018_2018-06-26 23:00:00,20170826018,2018-06-26 23:00:00,DIV2-D4-PL-36,Division 2,DIV2-D4,DIV2-D4-PL
bm_20180610015_2018-06-22 18:30:00,20180610015,2018-06-22 18:30:00,DIV2-D4-RU-37,Division 2,DIV2-D4,DIV2-D4-RU
bm_20180507084_2018-05-07 23:55:00,20180507084,2018-05-07 23:55:00,DIV2-D4-RU-34,Division 2,DIV2-D4,DIV2-D4-RU
bm_20180418007_2018-04-22 19:38:00,20180418007,2018-04-22 19:38:00,DIV2-D4-PL-38,Division 2,DIV2-D4,DIV2-D4-PL
bm_20171029007_2018-01-11 23:30:00,20171029007,2018-01-11 23:30:00,DIV2-D4-PL-31,Division 2,DIV2-D4,DIV2-D4-PL
bm_20180619021_2018-06-19 23:30:00,20180619021,2018-06-19 23:30:00,DIV2-D4-RU-32,Division 2,DIV2-D4,DIV2-D4-RU
bm_20180119093_2018-01-25 21:00:00,20180119093,2018-01-25 21:00:00,DIV2-D4-PL-29,Division 2,DIV2-D4,DIV2-D4-PL
bm_20180501118_2018-05-02 00:00:00,20180501118,2018-05-02 00:00:00,DIV2-D4-PL-34,Division 2,DIV2-D4,DIV2-D4-PL
bm_20180606178_2018-06-21 23:30:00,20180606178,2018-06-21 23:30:00,DIV2-D4-RU-25,Division 2,DIV2-D4,DIV2-D4-RU
bm_20180426130_2018-05-27 02:00:00,20180426130,2018-05-27 02:00:00,DIV2-D4-RU-20,Division 2,DIV2-D4,DIV2-D4-RU
bm_20180329139_2018-03-29 22:30:00,20180329139,2018-03-29 22:30:00,DIV2-D4-QL-30,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180425123_2018-06-19 10:00:00,20180425123,2018-06-19 10:00:00,DIV2-D4-RU-21,Division 2,DIV2-D4,DIV2-D4-RU
bm_20180117113_2018-05-22 16:00:00,20180117113,2018-05-22 16:00:00,DIV2-D4-QL-10,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180623034_2018-06-24 02:30:00,20180623034,2018-06-24 02:30:00,DIV2-D4-RU-17,Division 2,DIV2-D4,DIV2-D4-RU
bm_20180612059_2018-06-13 00:00:00,20180612059,2018-06-13 00:00:00,DIV2-D4-RU-30,Division 2,DIV2-D4,DIV2-D4-RU
bm_20180413050_2018-04-13 23:30:00,20180413050,2018-04-13 23:30:00,DIV2-D4-QL-43,Division 2,DIV2-D4,DIV2-D4-QL
bm_20171231076_2017-12-31 21:20:00,20171231076,2017-12-31 21:20:00,DIV2-D4-QL-39,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180623044_2018-06-23 23:00:00,20180623044,2018-06-23 23:00:00,DIV2-D4-QL-12,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180616216_2018-06-16 23:30:00,20180616216,2018-06-16 23:30:00,DIV2-D4-QL-36,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180304052_2018-06-19 23:30:00,20180304052,2018-06-19 23:30:00,DIV2-D4-RU-27,Division 2,DIV2-D4,DIV2-D4-RU
bm_20180117120_2018-05-03 11:00:00,20180117120,2018-05-03 11:00:00,DIV2-D4-PL-24,Division 2,DIV2-D4,DIV2-D4-PL
bm_20180614095_2018-06-15 00:00:00,20180614095,2018-06-15 00:00:00,DIV2-D4-RU-18,Division 2,DIV2-D4,DIV2-D4-RU
bm_20180613078_2018-06-14 01:00:00,20180613078,2018-06-14 01:00:00,DIV2-D4-QL-9,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180309029_2018-03-15 11:00:00,20180309029,2018-03-15 11:00:00,DIV2-D4-QL-5,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180501014_2018-05-02 00:00:00,20180501014,2018-05-02 00:00:00,DIV2-D4-RU-31,Division 2,DIV2-D4,DIV2-D4-RU
bm_20180515195_2018-05-18 12:30:00,20180515195,2018-05-18 12:30:00,DIV2-D4-RU-15,Division 2,DIV2-D4,DIV2-D4-RU
bm_20180215104_2018-03-07 19:30:00,20180215104,2018-03-07 19:30:00,DIV2-D4-QL-8,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180428037_2018-05-29 21:00:00,20180428037,2018-05-29 21:00:00,DIV2-D4-QL-7,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180109003_2018-01-09 23:30:00,20180109003,2018-01-09 23:30:00,DIV2-D4-QL-11,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180604013_2018-06-04 23:30:00,20180604013,2018-06-04 23:30:00,DIV2-D4-RU-13,Division 2,DIV2-D4,DIV2-D4-RU
bm_20180426116_2018-04-27 00:30:00,20180426116,2018-04-27 00:30:00,DIV2-D4-RU-5,Division 2,DIV2-D4,DIV2-D4-RU
bm_20170127170_2018-06-19 23:30:00,20170127170,2018-06-19 23:30:00,DIV2-D4-RU-22,Division 2,DIV2-D4,DIV2-D4-RU
bm_20180428038_2018-05-14 09:30:00,20180428038,2018-05-14 09:30:00,DIV2-D4-RU-12,Division 2,DIV2-D4,DIV2-D4-RU
bm_20180312135_2018-04-17 23:30:00,20180312135,2018-04-17 23:30:00,DIV2-D4-PL-19,Division 2,DIV2-D4,DIV2-D4-PL
bm_20180325124_2018-05-10 00:00:00,20180325124,2018-05-10 00:00:00,DIV2-D4-QL-33,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180606181_2018-06-06 23:30:00,20180606181,2018-06-06 23:30:00,DIV2-D4-RU-10,Division 2,DIV2-D4,DIV2-D4-RU
bm_20180107054_2018-01-12 21:00:00,20180107054,2018-01-12 21:00:00,DIV2-D4-PL-25,Division 2,DIV2-D4,DIV2-D4-PL
bm_20180603018_2018-06-08 21:00:00,20180603018,2018-06-08 21:00:00,DIV2-D4-QL-29,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180501144_2018-05-02 00:00:00,20180501144,2018-05-02 00:00:00,DIV2-D4-RU-29,Division 2,DIV2-D4,DIV2-D4-RU
bm_20180311088_2018-04-29 21:00:00,20180311088,2018-04-29 21:00:00,DIV2-D4-PL-23,Division 2,DIV2-D4,DIV2-D4-PL
bm_20180404146_2018-04-04 22:30:00,20180404146,2018-04-04 22:30:00,DIV2-D4-QL-44,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180613197_2018-06-13 23:30:00,20180613197,2018-06-13 23:30:00,DIV2-D4-QL-35,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180123093_2018-01-23 23:00:00,20180123093,2018-01-23 23:00:00,DIV2-D4-QL-31,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180321111_2018-05-03 16:30:00,20180321111,2018-05-03 16:30:00,DIV2-D4-QL-28,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180613026_2018-06-20 08:55:00,20180613026,2018-06-20 08:55:00,DIV2-D4-QL-38,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180224008_2018-02-25 00:00:00,20180224008,2018-02-25 00:00:00,DIV2-D4-QL-45,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180526047_2018-05-27 02:00:00,20180526047,2018-05-27 02:00:00,DIV2-D4-QL-42,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180426161_2018-04-27 00:00:00,20180426161,2018-04-27 00:00:00,DIV2-D4-QL-27,Division 2,DIV2-D4,DIV2-D4-QL
bm_20180501074_2018-05-02 00:00:00,20180501074,2018-05-02 00:00:00,DIV2-D4-PU-27,Division 2,DIV2-D4,DIV2-D4-PU
bm_20180306227_2018-04-10 10:30:00,20180306227,2018-04-10 10:30:00,DIV2-D4-PU-36,Division 2,DIV2-D4,DIV2-D4-PU
bm_20180526053_2018-05-30 11:30:00,20180526053,2018-05-30 11:30:00,DIV2-D4-QL-15,Division 2,DIV2-D4,DIV2-D4-QL
